-0.34705168	-0.30190694	0.29598412	-0.33726266	-0.37434095	-0.28544047	-0.2759967	0.25829896	0.3683831	-0.34412965	0.33353242	-0.34985545	-0.33230796	-0.25567445	0.30677688	0.2761566
-0.5812501	-0.5260157	0.5399467	-0.485835	-0.570703	-0.52064687	-0.5732905	0.5400293	0.5224488	-0.47683275	0.56120944	-0.5707058	-0.5278207	-0.555107	0.6019579	0.555242
-0.020854076	0.027323477	0.005940907	-0.03159354	-0.008676121	-0.027801467	-0.02231447	-0.0019621823	0.026149258	-0.046626106	0.041084584	0.023617089	0.009541705	0.03515595	-0.020904023	0.04112639
0.38976026	0.35571074	-0.32513458	0.40586054	0.3219482	0.3380153	0.32150123	-0.39374292	-0.34673706	0.33599657	-0.3928976	0.29349512	0.34320277	0.30618453	-0.39403433	-0.30752718
0.24321416	0.32305324	-0.2581496	0.26352283	0.29280412	0.24631824	0.29072738	-0.2802178	-0.30931932	0.22482122	-0.31065127	0.27680406	0.27416876	0.29716215	-0.29644933	-0.24099183
-1.8398917	-1.8819567	1.8940437	-1.7823058	-1.8583316	-1.7644285	-1.7311751	1.7506887	1.93598	-1.7626175	1.8320228	-1.788474	-1.7826225	-1.7996608	1.883913	1.8101891
-0.6332329	-0.69958955	0.6402463	-0.6311724	-0.66480434	-0.6755923	-0.68932617	0.665033	0.70159	-0.66368383	0.6546247	-0.59513944	-0.61423934	-0.6409316	0.680329	0.6352645
-0.24623184	-0.32842293	0.30743718	-0.26200354	-0.258196	-0.3019109	-0.31980702	0.24033841	0.28949687	-0.3234636	0.29146117	-0.30491495	-0.3028755	-0.27615306	0.298743	0.24871187
-0.20192061	-0.24411711	0.20262828	-0.25513315	-0.19105172	-0.1676098	-0.17801772	0.16123223	0.2729253	-0.20377195	0.23217168	-0.22476907	-0.1640372	-0.19724351	0.21163018	0.18651797
0.74016833	0.84685916	-0.843033	0.8487967	0.7839909	0.78296226	0.74326736	-0.8112961	-0.796099	0.7197659	-0.7891841	0.71744114	0.7053411	0.7794753	-0.86005163	-0.7617592
-0.018358223	0.05500855	0.0097791655	-0.039207175	0.039574668	-0.011740737	-0.019587483	-0.046060227	-0.026835946	0.019595627	0.044189	-0.03223349	0.048819687	-0.036054187	0.031051105	-0.017387176
0.24482606	0.25515985	-0.24433449	0.18151075	0.23642492	0.17759424	0.1773718	-0.2517906	-0.23402473	0.18346925	-0.1969707	0.14580059	0.23114783	0.24265249	-0.25666824	-0.22017872
0.23536126	0.31055608	-0.21790476	0.23620284	0.22338142	0.22336036	0.27737883	-0.21229772	-0.24001469	0.24836136	-0.2506339	0.20538217	0.19847192	0.21088918	-0.31556943	-0.20619811
-0.099845946	-0.09894454	0.100326076	-0.08332433	-0.058510873	-0.027323782	-0.030021533	0.093681	0.07170236	-0.058818236	0.06739162	-0.08893494	-0.067383915	-0.03515347	0.071640335	0.062302936
0.6168258	0.65520734	-0.63014024	0.68393344	0.6217956	0.64849913	0.6386054	-0.6217167	-0.67566514	0.62947506	-0.6858163	0.63242954	0.6362444	0.6796725	-0.6935435	-0.64831823
-0.9872419	-1.0630728	1.0757447	-0.9691669	-1.1202176	-0.9085657	-0.99125594	0.9584498	1.1561627	-0.9351378	0.97981304	-1.0329572	-0.9786273	-0.9277072	1.0791717	0.9957618
0.36006063	0.33311933	-0.4031138	0.30388778	0.39583945	0.34556332	0.2928961	-0.31563008	-0.3856371	0.35247064	-0.34459034	0.32579464	0.34573847	0.35406175	-0.3312926	-0.38253635
0.01834683	0.07685014	-0.08742082	0.03245018	0.05933017	0.067394786	0.08741405	-0.08524503	-0.008886134	0.049379498	-0.04194094	0.046598226	0.044269368	0.064607814	-0.067450814	-0.06663518
-0.596968	-0.56605834	0.6314988	-0.5694036	-0.62221825	-0.60460716	-0.5639682	0.5705089	0.5514239	-0.5192463	0.53749484	-0.5979564	-0.5552784	-0.5647449	0.6006202	0.5667061
